X,Y,Name,Description,Date,Zone,Diameter,Length,Image
-74.17696,40.77112,,,3/26,Zone 4,large,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTHS8fKoGBqCPeWBR8vFjklEp7re-uHUPtzq1CvzlfQ1lR3q-IHy8vElugeV_r47FNZOQgQdNWSr5qf7ueh4POlw9TEbleCnMbPgv2Wc1NTR-MCqOysYUBZOrrB7dwfxfqaFSdIqc4YewwNIiWzHagEO6b8S_AK6lyLwpwnxE-xAkeeDiMln6fDAAlbLn8CaKM7yN6o-LaZNaKNYgpPrlkw9rjMbjKx6xAtgQFcxV0rqa0RGrYczBBJsOQ?authuser=0&fife=s16383
-74.17607,40.77086,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTasnmJyGxH5ne8nljILKrvPEeaiFvhizPlUuVzZKigEErSvHlX7E30WyON5sE1-b_84r18engfHGmpHVKjB9zDOLq2XWLCkjUblctJ7xAoo741YhkTHMC1tAIsLxlQzJ-KwJx568jnVuH5cRdZgNzURj43Lfio4ie4nmgqZIHfuRkCG-P_OLoz8o8fWBBKU-oInIJpRNZP9MjsopjgBXnicUaLg7P3l0UxOJn6R_gMsBMnArBma2R0MRo?authuser=0&fife=s16383
-74.17643,40.76868,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSvzgKZnuMeDHbhE792WW-brRV5VOOoAkkkm5bQ1qXxg0fnTtgHB6ph3j8f0HlMF40jnKt_WmlRuWGadjIZmqZT0NxDqaXbNo_KH5kUQvFzlm9IgDe1LsSwbVryQJmvbePvOiCp8ZKopbCC8fFO-v6GI9EM7J-GDeQbyFEJkJB3P34-brfIfk5xLN7DC6ifTr4meVPIASlZU_-fH7UXImP0nwaLQ7OQBFc92ODRh0IRFv1PdLWaPiwXosQ?authuser=0&fife=s16383
-74.176,40.771,,,3/26,Zone 4,large,large,
-74.17641,40.76874,,,3/26,Zone 4,medium,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTy71FKIzM-Ae7UXEIuYu50qXUnufCERwx8GfnSDiANzKatyMBPv6KL2WLwxZVul87O95vswdlX3M96CtF5EqO4UB7x9_ruTMlTF79mGjwldvqLHXfmp-CSSmjj55C5smrjNXelzDi8JkTlShCo3qxeO_V_3JA-TIDs8MhvJ3_rDLKPT6Ag6ZY6ReuJ99oowFU4CLAw7cI9-RrrBSA1vMb3OMuQGU4YuFyfnGgPuPCd_81OJaTQzIPqOL8?authuser=0&fife=s16383
-74.17788,40.77096,,,3/26,Zone 4,large,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSGx-O0FvuNb4qxjqVkKJrkSrnpQukQiNJaIWeNgp_c2Y57BdlbLTRBdK4ohX65Zl14ZZ-Trw9TKIOiLas6PlHavAMdS1GaCoX-6JGP-4ZOGG4RDSQUxaty-M-Mi_bAQePBS_-uaDuRTIq4dyTwtv8iHriaoru3QKvWaif6j7UZt5-WEoFIUX3Ci-6Kv8b0JIVR_dQ1RZTp6-NAeak2ucbW2w1G7ZO4klTJHy9RPOzTBwZggqSmLzRQqTE?authuser=0&fife=s16383
-74.17594,40.77088,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGR76aIart-xYS71gVSM-hdIi3oy79Ptrjt952AU78klam3Sf1yki3G_7wH_MNIgXHNN5pW8xlWn_4yJqjw-qj8c-3r8np0sE6lhHldV70cHuyCMnXovmvr2gWkZkjRizjgkL_8Ozchru-fgHvw0zGrVxUuKkGH2p_fMTJICt03FLe_l-F0x11CxSbh_MKib1teD75NiryYCMJEf4oAidD9NaqsGMeDYB_lE-HdEhX8mXQ4Bo23kCbaQhjo?authuser=0&fife=s16383
-74.176,40.7709,,,3/23,Zone 4,medium,small,
-74.17779,40.7702,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQnTLLrRC25v-BKfL1AFA298p5L8KK8nNkc4kW4_42tOdKz_EXqeZG1H9HJzSu6dFcTe45lOJ9Mn-9qzG3h4Yzqv7n2AVov42U-n8WPCHO3QCF_ZMuEQlUQR4VNJOJLaZJWpp9U-6jlzlvQHE6ILBVQhhY0huQ5761KUOXoqH0nsnyBw0lmo7HJHS61mOGRsWt6LX0c9imnBwdxsD5vbyaFktjbHEM8d0WJbatG2jBEsGgNfCSKUvAmqI0?authuser=0&fife=s16383
-74.17686,40.7712,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQ3mYwGkHbaLOlfdENDrXUleG6tBjU_QvKTPD1QZ26xKYXnWyad2HAgvygCWNcogCaDZfHF_WeJcmnLatbwiJS0g4HAHBlc__3wwTxa2LGfL30HnwUfwpzPtlHzoaThjZEr1QP9AqFMDSceOldPqkFYwbmJWxDUtEdZV_XIwNf1wZoZP8SPToDAK6XcfuqBrbKYG2-L0zYpQDinaGhHQQKIvNijNOqk8KnBOVIKv7y4boLT6nxIqfeunm0?authuser=0&fife=s16383
-74.1769901,40.7712922,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS29UvFIjHv2x86jex1xLSbewXCVyG0M3ffkC5DpBSnsxiPQEsC_jwMo-BPZAAhEJSG9AT_8A56zBJxBPV_kBKNzl_aeilbQ378CxnC_jav_io0Kz9I7MSwCTqdcPDAYcu92acO5lfi4pt1uqgKV4ojJaOBEvQZycmM-g8lK9Y05VttpUYwJlvdfD4OSt92YZ0BvvI-_q-2Lj1PwKiSxRIYqsYmkzKhyGCKApN3DBETySnakaRGEtnxDtQ?authuser=0&fife=s16383
-74.17695,40.77123,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS_F50uzjhJwXP9wOO8Eo2NJJObxz0Zh5IXPAbZ2zXzuPF7rLPpuDAIQfq5bkJ6ll8jvGKvKYPLVLQ4uNDHKhnHD-GpvN6_tmq6oHNkPhZclOtm5p5_3i1D0-Os3yD2V-tjpzbCfpXyXvjLwGec9M17r2Ayjkz-4P_irycZys0sEsZ3yTok_NF_7TCjd1sviaKX2pF8D8BJmBeKE3BcrKbdlnIEIvflQaRvMP_8mktuG6vdo_fLfxPn4fU?authuser=0&fife=s16383
-74.17831,40.77081,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRNrGjDgtltk1PlFQBUU2q1-qr-aBzrd5yc2vzPRe1BUOzDSOzeTXlrjtGzLwnAVY_4Wp5IEDX5p_Dj5lTzsJoI1FQusBpJYQ52CajTqoJmGK1VkP0eqFZksYRLJKqSO66ZFOyM7aXOpb04tBBPADLuzBpLc0suNC8cxj9luV3HhxujG8cjUQ9RrmcNlX-5Os4F50gVomtsFg3X4GFqpgMsQ3wIqpb8MyeAXviedPrdD_wHuX8Qappcffc?authuser=0&fife=s16383
-74.17866,40.77148,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRVuDXVcMAjYtZoGEB8LctIAVdlr-yWWYj1FgCppTdRjWLOKREeAR5cDaBPwRr7sAcvJfGrL830zSNF_nuZpmq-K3iUp7jJ0AG2fyw8HJbmvJRxcovrc_NoMFGyiVMPs4RFdPDSWXLwON3uYh_YN9Yjcqb9JTchVsi4WQUS0TdeEYGi-w_CKpaYzidPKDsmuVUlqv2TwLPkSMBK10KFgxho94jO2HFcjKOZQITj6FGfLZh6jvtyFLtGjjg?authuser=0&fife=s16383
-74.17697,40.77194,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQX408liLwTl5EretCHuifeCGK-tpO2ELMRp8Ljv1lIk4s_1qhMR-YIeNI34us_aTvPwrOK4a2yb9U-7zgB-HcDxjLiWuzP9tSR6wJ_tPyeO0qvFJZkMVhBePdOwfQfN9DL2shb_FOf7LIYCkSe08zV8vSsgtldvdC3f_plUqDkwSqJ__WB7xQamRqWZYbfL-80-FVwpARin126g57PV3NwjpPe4npa284g5UxPzg8aFEEqCs4BijXHX2I?authuser=0&fife=s16383
-74.17814,40.77082,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTagzNYcGYZdN79gAR2iZFUnWygT9yz6WYO-A030n_ZsyR9zQ0HSXTXdG0OXWVgE2YJovDWNguav6Xt0NYMgU1VzGWZCIi_Kj6aQqQ0hO7Q3pNkpuhv3-HS5xVHY8JfLDGsKKZcDwVkW_-Dbhr_Ojbmc44MGe3cozz8KDia1c9o4j0DEI31UoQEF5aWkq-gG2Liagfr3P-pVDFmwIAumsgM7DdjWs3MoxuhQVzYbQA5uqJmIoYGtPZ1IUw?authuser=0&fife=s16383
-74.1771,40.77131,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQaX18t1lUbbvqdPUmS_vq3Y03JBJHYnVRZvQFU2wduhBGopAeP6OR8xOJ2fBBXpJ9qXXPRW8TDpSpXkcyvOJFu_kQ71a1iqifDxQd6r0fj7StfRXaKns0u-QlITNcHfzT4O889uKjzr8f-Z_S8sk6md_LeFxe8SnSWKjXLCDKt9SaxTLejdAdWnYdtWWKAvDq4_DRhSU-YH2PQkZHEz3hEijr0994Lt6pjmSfZtUWPGqokWHue_rgtGTk?authuser=0&fife=s16383
-74.17696,40.77193,,,3/26,Zone 4,medium,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGStBi2N8jJ0MdycB10bjkPQhiKogFU39hwRMXDhdiyQUkv0zpJ0xK5-tTo7GSg3FV4hyuwblIGknPDeOPAcfXvOBSp7Fv63hy48UXnxFU-AR9kCfHfcr7fZeOL1unnF7KqCyFov_XJXFkTC0EzHgm6h3gUizIc-wP--gD-Ok2K7Kp1lnKb3HAUQGSbeZvE7JtX22piCRR-XJl8I5VJ0dgXrwCT14jBejVQgplskdUSThMyhSD_konF4ei8?authuser=0&fife=s16383
-74.1768762,40.771977,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRkXOxXOqPtgtX3v40HNwiTcxCdSz67cx_FjXs5l0Hgjrh8jucEmQ_iDS-L-FR-KNNvkL4CXOth2_LOhWR4wC2m0xwUteCCJ24d3h3o7LbtV0gO_GVcvg4eCODKMA2ZpVo4mC2P4SsYB1Sv0BKFkNljFzAEDdUjpMtlqcrVGNtJkkEDdDqDOYfAvo4qIHgjyyN4AEVy8gcoDc7kLGE_E3vxEHmxxy3GfNnykqefw5Q7IQy1cLIrl1uG7oY?authuser=0&fife=s16383
-74.17707,40.77127,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTZjDAQJuCYkIyhrmb_tLzl5IeO2NwXZYPZyI7L6OlujmdzH7WhVB2MKUzP99H-vRdjE31oLfoHHupZ-u_pHxXP6LJppW5mI7YmiMhV3nq2K3u9D01fTW_c4FF_eXQ4h3q13s0000EkZQEZQBjbZmhPg0f2yxUYJ3oZa72NufeBqaQo9BdDh_ymPcY_62mV_7RSv7jBodwQcswraa9BYs7o80w5cvCcE8kp1h1NVtA79hBh_yikNTn1mn4?authuser=0&fife=s16383
-74.17695,40.77191,,,3/26,Zone 4,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSZYPA_2Zq65wPnS_j8MXxcjKrMFDnlOMdIj4bx3Dceh1BEXMqLACLBY7doXCLSvF6aLVZ9REJcYJfttV-LPH16KLG5FzgbGisoPyQu_nDjER-GFsv_FDmnO0WgltdSh4qTcbLOrjPFOSJvTSJ0GP-gdOj7s3j0LqlGGPotUll8lRIvfX7PEh6eLVVmctEyRlxsyYFm_7Z3aHoCSd7XB-zNwkA6y9HTTn9fxXZ7RX91QC55hwJwjzrZHis?authuser=0&fife=s16383
-74.176,40.771,,,3/26,Zone 4,,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTokmo5cyjd7QeYjQLErYj0LYAfkAYbVwwZrMhQBneI-j3AVI09rkmVca1hXDcELR-kpUIpQHY5Xuk3_yKe4jyknvms0sn9rW7KYe3-9aFWhfhcBTBhE1sp6Sm4hxRrdI1P7S5vVMdu2K9AUPY-FEp66GlPDUCCAAjyVNPBPD5yRJLp8n0VqGWKZ93eJuF_hMcaf7dkRRK9Mv9OGQW0uW2nrRMTI4dEEM_bPqZcjM6cD4y4aDhtySXH1L8?authuser=0&fife=s16383
-74.17702,40.77138,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRMv2FwkyuMkGtuh61GucXaSbMjjH7xkEzVnbVgskKyxETpxcJ171YdlzjxHun7NF9soySQoTwRzBirJ016L0IlN7cBccDH5OtBuFAJ-9d9urdpUqLqf1kogI7Q4sZQY7WF1C-gWsg4yseq8SyG9b_ukIlvX6quHIsYkha_xos6yBaa5sETQmECkmryUGEsI3ELD8OgJ7WTB9ATdzziYa4Mt8NJsHE0YnvdXURdcR9zGoR6I7f9nrL-rrY?authuser=0&fife=s16383
-74.17688,40.77192,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQoghks858ptszyvCuM8wlfUUp24xS588FRNnZzx3Tl2X2CcPYW_dMLEIvEZoEIXpKACmU1TR_mydXTakwjYIvEZ2uZflCNSMgBkL7AN3646Y66iph0FVJ5jsLfNtfLXCnYZOQgU3SYpH47gNDEWtHcjPnI0pBj1-wZn8yE866TDZTJeqVH9Muaelba9N9rp_lc9I18wlpuMu2bzCE76uStOCvRFVWVKbZM4qCBgMHSWu3grPrJAdWbRio?authuser=0&fife=s16383
-74.17709,40.77151,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQNHWZnWnR_RRgs0lmijme2pVQFuFEeFqEgzyCg3gDei2glAzhrrr8cUYzdK9alVMvUCBanfqrXG13DUuG5v-otjLGoHuXOEmEyf5oXlAvjXFCAClvdWnk7PKEo7EndYJE6bS5cb0yFRtGa_PNdUZLBfu9aUr5PLB2FN93JuIvAN7n0MRwVaF4KxKO7nWYdMV2kq5gpYPUyo184AE1rYw3Oayqh-celO7j31s61CjNPSl4mztvv4tlSSlI?authuser=0&fife=s16383
-74.17701,40.77188,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSR3HA3W9o1OdO3WzMFqvoxbPtS1Sf9dRUDfToKkHOt7bOjBilD_pRuk2ac9U5WE875fPxELD6qS51MYfiE74BklyGyE7msfvFBODl5DKl_YECX4ygmSwqTf__s4pYMhKHLZGOBkS8_NobPVgspYyI2XWWXyZ_pbTDzM8bLAufI24qVprQkpI4iHTiJ4cmIPUNTQmh03DSs40EexziRwlxsC_1JPKrSmMPac491xpZE5J0FNhPRCIA9r5k?authuser=0&fife=s16383
-74.17692,40.77198,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS-NLLEQBaR9Q9xlFhNxSaLxTI-ybhgR5PVD92FLMESlPOQxQQv0qvAQRKABUlfnLroXhjvE81BQy5JmhVUweWSFQscerVAstPO-WSyVlKRnUzii7OXQeZMw5qJQXyhre-L-KQ0U5me45Qmj94p0-SFZF9n_Vq7-XAJludCnReSwh6CxfVd-_jpbBLdt7ok1Q14eU3w7GvHTgAtLKF5QtTJ7pr6odhqaW-eAVUTjhBpjfNTfIzg6yNP76w?authuser=0&fife=s16383
-74.17686,40.77257,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRlCvonW7ESo11P6rDQdFSt_1S4rXmXoRaEoDBgOz6igRaLl_UMVfc_gUEi6pve3T13ebTNYA_3SyMQ30-6nrXH6e6jez0bfp_jY3nsNY8KkZnhfly8r3Q1qZQIS0jhYETGHIzuuAplYtXkG2JjpAc1TwKzMSs2PcseRK5IZh-fiIyHqnGF7zcZToYMAlZjJrQO5y1YqxroJoH4Do5bSDixZNMTUHQmkSyWKzTSw-s3kEpGS2UrR2WIRA4?authuser=0&fife=s16383
-74.17684,40.77254,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRfGnoTq_lrgSRx-pe4z2Rt1skLb4AQNYDV_tU1rZ6_cHxIirPBMBXSyM9_64FXgNSlBOg6hX-MLep4xeSQx3Hd2thQC5RUrvPeJfxm4LzVH_YuND-mcclhRB02hjsEtrrha7ftpcZlvTn5rs9rX2M7zmdlzW6I4a8Y9XJJOrIJXceUv0HqIbKFDOR6s-68hPhnwyr8NpfA3P97vy00kAx2HD_ZWgpF46pBGBPPbaDcKw068PElTelwG94?authuser=0&fife=s16383
-74.17702,40.77138,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSMhpMyve_9-oa0L5OrMz6LZwnySHLmTIohC1iOvz68p81mn3jWmMou9A5wSpbd29kNtxhZI3flE2tGA4HEkLjnVwVr7-fUNWyHPxyYzGMXhAM0cz3iONz-89R3BEmGvgLb_8G16jwIT0RzCIrT61WTzluJyXjGOL5JSa-ufxTpf9byxGEvzCF66H0NyKmMOu9ynmSa104RNA9QwPjfcrGmupfXwVEoVMTb6AaYgO0_WCIYE_LHLLYa1mI?authuser=0&fife=s16383
-74.1771154,40.771432,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSIcVHkeWId9SgWjX4U6VFFarCqWIQF_sfdlCBEjsg_XPrX7Bqs7FXwZ5OicyNfNTnkRlZD4bPRnfFDdzXhVYajJ_5lAPbjnHIb-qaUMLZDsFXHfneaoWQDfI91gvPIGyPaTwoNGun6kr4eNS0wQiD5WxdfmwSCpmp2uX8Sv-aYyv1xniIiUGNbYSwrjLZXBxrKbgtNidJ3aAatoTV-doHYAG_sqI8k49GYrs83RG_i54TQX4LuZQaDB10?authuser=0&fife=s16383
-74.1769,40.772,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTQIpk2YiROakCGuVUqFNxQVkYBYf38KCC5kSVeESSqqqOT61_WkNmU49w_DuaCXOwufGFqaAlVphmXknelV-A7KXqfIjv2gy4mi9jKHBJJGMhK92qwPdqPBKFwL-SCsIAAgukD43wQoR8J2XkmRWtNgz6XZV5nwwiQ70eNVIOEWsTngDjyYHIMIqZbpwOnxeOnkXICGcSErTIaKlbMM7hAItSpTmuTgkuJ6yuSZWqP2xroKY8I1SKrHzw?authuser=0&fife=s16383
-74.17702,40.7719,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGR2gAM9un2mD2yaMuLhXpdgvR6UcI8sFOreH-OOmY3EcT7jt7M8oyL2ENP44ypmLfDnrbs-zjcKxOT3cNacWbniFJLZQzntWO12FzYKtC99NCTz1wnaU6e1fiH2jel-7kDHerSf-_s71LxUihv2AxC_Nhe-RZbioepcwKpyR7fj8YqHULS-guNbkT6cFT0nqeC_Buj5bg_2TghAl54pUndUCMZfEFvxlQRluWaaYReSqi_UK9srI5Ymc9g?authuser=0&fife=s16383
-74.17688,40.77252,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS2ZUw7etW92RNlTfiO1VaKUfAxFhRiOtkmsScm9kbQ6hN-0wDmLIMKVwzwZuhZE2NWkwrR2gmqLYjJyBSfRtPJE7QtQEEf1CJBbf7lW0WLtxxJzBfIgsL4YRrn9lw89mynHRChKUwmtVhfJXDTcoZuDo19ktDnLTiPcSpBaDIUuNR6Dc3L8fCXocWcnrf7ljVzqLCDokvc1uoJJlQseAfOYagbFYu9ouCXcFDySTgI-IL7_fFvL0hROFU?authuser=0&fife=s16383
-74.1780381,40.7708322,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRa28SF2F8SIEx7qLMOaeaK1GHAdrGjgpPkZSww4jP0gACXF2i-5ZPSdEbsDhOD2cxvh5CGfLVGLv_GWLu7TBayQKunSnY0V1r7imCwOPy5r1pGO8psOuRvX92Mxa0ADbWzdQUfvHP5t91G98YkwCjp0cCvmOkENlIjvMrjpTnfQHBqYBQ43NCOm1X1jhaT3q-Ax-gtQWN8Q8zlGfaXeJ9xZtKoOR3X3Ox6z_sMdEhTFsK7i9prH3m66fc?authuser=0&fife=s16383
-74.17679,40.77258,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGThi_npxauNKLCJ5FQewZmhk6-6KP_aNBOu3LfoJ1wlphGkLNmzNEHo8pMfeK5cxJ3bZiQebLYAwRDVZznD1L7rGOwIHUuAbwG3D1Kzr2eQraMhOCaMIv6zc8ojeJWLlT-tjyIvXKxfrj_Ex40lEFnEb8JWa2H_0FrEelmqhEASny0yYCOIB-EgFY4mIQThpIWUfRkXp3mtn52O1Gl7S_Vwa8bLkVIM1vTk_QC7Q7Ol5bACLNdhnG_n7Bk?authuser=0&fife=s16383
-74.1770809,40.7714063,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSw6-qtFAWRQha_gZ0EwTJdOVHYnwrHk4ou4hhUoTbPfg-XLj1-gBhtrJwobbVKH1AJQdjOD2530oLwslRQPwFdByX3Bp-37G57PdnvRpyc8l1cn5-Mjf85gqyAx_d2iqqWExCgAsPLw-BvD_okhPtQK57H-Dc_jJ1lIuU_pGIUdGvhElvP4Il-_hOrR4GHHQ7Y7t_tS-lXvyszY-iFm2WAKR9XVZzpWwGWitD-vYBp5fhl3O4oaAzjIBo?authuser=0&fife=s16383
-74.1771138,40.7714993,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQahKOOJQfDYtwMichBSwYwLNnRa9mWZcDUyBhI6BtAcBPvDhtgEfyK31nCnlKphziytsxG1gJvw98wEZNh4psdnndZ1Ve2SXG33bSFSiFk-llbrQJWMmgd0JWyWhB6o8YB3Gez-bMkXNMOdPu8vJbudGDrReLMLak1U-bHzWDdWENDzUHCOKfORcBymeGC2g2dk2GklakNL0vZVrmfF0eQ82-MUTQdn_0fS3gtBsBKJtsnWJLuMUhnxK4?authuser=0&fife=s16383
-74.17684,40.77263,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTxtHLuM26ZpIQdgeiYAgqNQzd7Y2-CrgEQ0xEwbA8kTMHEKdueQ7YZD-zQciCaZyXuQiILetKpVGJUExPBYoUEle7Osa5TUCKAdZA0WxREmZxrSum90IM8OCk0HjABYXzs4vSRikX7xe5igPNKKWbXVxEY-JBYHLhXUDQNkdKXmw4weeDkWdSr7okS1t-onNWuCu3jrAWYhF7q4cZOZyc4um7eY9mouX9u5uGFngtZwaOnakoREgYEXEc?authuser=0&fife=s16383
-74.1771175,40.7714622,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQ7RX08I42pC_k_WivqPvxsdEMz5fIKuZtao6CtAji2aarwz9kcdCRC6gLxLF6gwB-PO-HXS0PGSMb4E7BqOQYq_LwYzDlqoI6eQs0mTA9SuBqvwQtbe32dfEgNY8pbgzCHeVx0xM6MdsVaEtsfi3CDg8r3kmwonwAJwIDhJQ2a3rUjKo2eigG1PHAd5d-x4An8uDx3KULiBdqXKAYG1Rtlsx2be3EGwWs6Oe2inOTjKdLj_uxMn1yLvHA?authuser=0&fife=s16383
-74.17692,40.772,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQWnKC-oOb0p5ltCQ-KwMNxfCWa5z1mBJJMEMAGidvGu8L3wfaqQ3mkjiUmvKS6rtumci6i4YvCovuBBBZcHNcgl3EjqpUfw2O3U1nvA-UF1rTPPLNzC6w9KBnQpQ73jBOsT8HOeoNkJWa4kkHuFE59uQ34NKMlTjRO3WIF6yL8lgRBKZBcH55uPUzM0UqTN04IU-SVtsDLpm-ePQ7ZX9mGOLkWDVIk2b3YVlTlSJtWrT7ZeIU6u_PJe8Y?authuser=0&fife=s16383
-74.17699,40.77189,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSk2Qr7IGjLlzNI5a-_mcGYUSsTmYUKjDFFvNQn46aqlJvNR-hQGQ5w1vxBY2HfKYQvIh_GRGSOOUJyAVgsU_UlW3pgNhj7O08GGEh_kSrdyR0fmJ8gXxGvs9rh94F0TiGQriYAl8UOucsNgpfKHAA8wB_VGMhm5g_efvNmID710y266xx_y4p6z_DKn5cbguTfaoOsQj50uyNW939h2fzSyhFEJJ7q00JOSu-gAe4EZYVe6Mqsh3i4hoI?authuser=0&fife=s16383
-74.17704,40.77168,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSpUPq2dDpfqAlZFLZmi9JLhHsjujYMDP7P691wSUJDht0zirlAyxl3JrRiJ4_vlCISP1quIN_xdU49TKdPkmAe4W4ZyMz9JxsCEVvccS8bb5BNg6XeXsXbGMvLCnx3dzdqAtn3Zg5hpSBBz4q9etXaewlvmQ8bzV5AL2t03OEMJLvct4jkBKq0PztWilU3ZHwBQtBPY9Sa2v-W8agTn5arZdrvABKOkUiZmd8hrCWmymaujq_V-GqgA4w?authuser=0&fife=s16383
-74.17719,40.77156,,,3/26,Zone 4,large,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS28pruGFxVVU7cyi8MGKWVeCiwg8gY3hVUfPF5eoN8JdvfCmDimwoToZT2e4hMCW3Nn2yOlfdmNjgz0NPxiv1ZCeGFrs-hv3pHi-4fPvA2Mwp-uqCyVuzdM7UKMDmpxWGGJABacTOnpL3wyiwrAr6PnAq-H57XKRCfZ7LyCBJhmE33FnlKsbClrMWGtTznoM8OvOhHMQPkjxGLR7eqHVtHDtTV2_rZ36sTbUTgoYDqemscFegdnj1XxN4?authuser=0&fife=s16383
-74.17706,40.77186,,,3/26,Zone 4,medium,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTsdvwtihiFQKziuYZGfgXsqnHk9tY4u56TvBZyJuDwBN_zV8TaUwflti4h2GBKDpv7uP-gCLuepazJrNZrVBT9unt7HIu_W8SgoltKZ8TashcVOjtXJh1VRj_vKEqoYB9_7yLxNhrBYPKSw0CVb4hTOZXJ3TWF7uKk2tKhdYDzQCMxS15gL5UpngZAZL09trhKXvhTbKdIuaM5bdykmRysglURi5I1gBSRTarBsrU8rBwjvlL-RrwjLF0?authuser=0&fife=s16383
-74.17707,40.77175,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQHMI3dTCLP5PuKrqrMTOMXcJK5JvaTzeQj2Y_tIDDVdsOGPcvKxSStYVfQ-K1Sy3ya7JhLXrFRHe_5LSQhH26rPff2vfLNLmJmkZj69xs7BdDu7iSF3rsdXDmIIXNDQDgfpDtHZIcqa3YYbbyMEQkc5csyBxJwjE3VdALHNgEpR9yqZ73UwKhMD8kve4ZC5ld-CRaFDeF1lw_7BTdP0b_0uKT2CeyRuZYExLWToAxyNZvdPWfRIousC6I?authuser=0&fife=s16383
